,cluster_groups,sensor_id,day,date,concentration_co,concentration_h2s,concentration_no2,concentration_o3,concentration_oxidizing_gases,concentration_reducing_gases,concentration_so2,day_of_week,Agglomerative,DBSCAN,OPTICS,Spectral,AffinityPropagation
29,0,001e0610890f,06-07,2018-06-07,0.00981,0.013897506554166668,0.003560482416416667,0.0010920142848333332,,0.010979166608333332,0.23287815625000005,Thursday,0,-1,0,0,2
30,0,001e0610890f,06-08,2018-06-08,,0.015390134852173913,0.0012028328625541668,0.0002093534818333333,,0.011060353590476189,0.23156075041666668,Friday,0,-1,0,0,2
31,0,001e0610890f,06-09,2018-06-09,,0.013273759479166666,0.0032939445916666667,0.0010261983567083335,,0.013855873426315791,0.23420597958333325,Saturday,0,-1,0,0,2
32,0,001e0610890f,06-10,2018-06-10,,0.01463920215652174,0.0036286505425,0.0016013231237499998,,0.012677402499999999,0.24172214541666667,Sunday,0,-1,0,0,2
33,0,001e0610890f,06-11,2018-06-11,2.02222,0.0142986845375,0.0009336666095,0.000243886309875,,0.014377771379166668,0.23233272416666662,Monday,0,-1,0,0,2
34,0,001e0610890f,06-12,2018-06-12,,0.013715245791666669,0.0009886449629166667,0.0004549911601666667,,0.013157431533333333,0.23052049166666666,Tuesday,0,-1,0,0,2
35,0,001e0610890f,06-13,2018-06-13,,0.013595891512500001,0.00016995415333333335,0.00027788924691666666,,0.014264527225000002,0.22554890708333333,Wednesday,0,-1,0,0,2
36,0,001e0610890f,06-14,2018-06-14,,0.015176255708333336,0.003568904207791667,0.0027939319545833333,,0.012497151763636362,0.22093839208333335,Thursday,0,-1,0,0,2
37,0,001e0610890f,06-15,2018-06-15,0.03283,0.014233026408333337,0.0033674337325,0.001300743652888333,,0.012344465468750001,0.22259248916666666,Friday,0,-1,0,0,2
38,0,001e0610890f,06-16,2018-06-16,,0.014747818391666667,0.00020748523737500004,0.00013310594130416667,,0.012257492531818182,0.23089734333333334,Saturday,0,-1,0,0,2
39,0,001e0610890f,06-17,2018-06-17,,0.013373006412500001,5.119390791666666e-06,6.540123370833333e-05,,0.01281356005,0.22305772833333334,Sunday,0,-1,0,0,2
40,0,001e0610890f,06-18,2018-06-18,,0.015641550895833335,7.245767708333333e-06,3.3691407620833334e-05,,0.012310572825000003,0.2307908620833333,Monday,0,-1,0,0,2
41,0,001e0610890f,06-19,2018-06-19,,0.012095869465217391,0.000761461545,0.00029970592251666667,,0.012976398473684212,0.23656861625,Tuesday,0,-1,0,0,2
42,0,001e0610890f,06-20,2018-06-20,,0.01251272375833333,0.0007168312026666667,0.0004623721967916667,,0.010689634845833332,0.22477207833333332,Wednesday,0,-1,0,0,2
43,0,001e0610890f,06-21,2018-06-21,,0.014343135333333331,0.001582797544125,0.0007484651363750001,,0.011447349590476191,0.2324142204166667,Thursday,0,-1,0,0,2
44,0,001e0610890f,06-22,2018-06-22,,0.015338213437499998,0.00202483521875,0.0011313167888916669,,0.011646977854166666,0.23436521625000006,Friday,0,-1,0,0,2
45,0,001e0610890f,06-23,2018-06-23,,0.015776624458333333,0.0021068482729999995,0.002483401977083333,,0.011022736900000002,0.21496425125,Saturday,0,-1,0,0,2
46,0,001e0610890f,06-24,2018-06-24,,0.014997267391304348,0.0013317737312750003,0.0013788036876666665,,0.010741746119047619,0.22172416625000002,Sunday,0,-1,0,0,2
47,0,001e0610890f,06-25,2018-06-25,,0.013699443483333332,0.0012906841341666668,0.0011974220015833331,,0.010792602254545454,0.21976870208333335,Monday,0,-1,0,0,2
48,0,001e0610890f,06-26,2018-06-26,,0.011512097766666667,0.0005775251849041666,0.0003548739045250001,,0.013630240666666666,0.22625259833333333,Tuesday,0,-1,0,0,2
49,0,001e0610890f,06-27,2018-06-27,,0.014058564599999998,0.0001865138778333333,0.00020450863701250001,,0.012573146809090907,0.22902823708333328,Wednesday,0,-1,0,0,2
50,0,001e0610890f,06-28,2018-06-28,,0.014548571591666665,0.002576671295833333,0.0023158660981041673,,0.01020555975,0.23040675333333338,Thursday,0,-1,0,0,2
51,0,001e0610890f,06-29,2018-06-29,,0.01316503675,4.6772556708333335e-05,5.6591926220833314e-05,,0.01244769435714286,0.23087816625,Friday,0,-1,0,0,2
52,0,001e0610890f,06-30,2018-06-30,,0.014953304190476188,5.195578333333334e-06,2.3793905708333335e-05,,0.011323824557894735,0.23969744208333332,Saturday,0,-1,0,0,2
53,0,001e0610890f,07-01,2018-07-01,,0.015367508170833336,5.442176666666666e-07,1.967227076666667e-05,,0.016225656477272733,0.22915497124999998,Sunday,0,-1,0,0,2
54,0,001e0610890f,07-02,2018-07-02,,0.01396905887083333,8.242939458333333e-05,0.000234382175625,,0.014215602126086958,0.22662303041666665,Monday,0,-1,0,0,2
55,0,001e0610890f,07-03,2018-07-03,,0.012034748004347826,0.003982232900416666,0.0015158901774999997,,0.011205789735714287,0.24219923916666666,Tuesday,0,-1,0,0,2
56,0,001e0610890f,07-04,2018-07-04,,0.013712958700000001,0.0005056072469249999,0.0002497190150833333,,0.009373805566666664,0.22252199916666668,Wednesday,0,-1,0,0,2
57,0,001e0610890f,07-05,2018-07-05,,0.012762631841666665,1.9401040833333332e-06,3.162586125e-06,,0.009840343194117649,0.2290784408333333,Thursday,0,-1,0,0,2
58,0,001e0610890f,07-06,2018-07-06,,0.012614627471428575,0.00028936269264285717,0.0002950630617142857,,0.0089682692,0.2174608385714286,Friday,0,-1,0,0,2
59,0,001e0610890f,07-19,2018-07-19,4.3967504475,0.085515086,0.08518712525,0.036894873749999994,13.164673,0.36556310000000003,0.410003535,Thursday,0,-1,0,0,2
60,0,001e0610890f,07-20,2018-07-20,0.3567720566666666,0.014381557626315789,0.005233085078947367,0.002872553555789473,,0.05164056189473684,0.26124430947368416,Friday,0,-1,0,0,2
61,0,001e0610890f,07-21,2018-07-21,1.4376041766666667,0.014351249675,0.005775509283333333,0.007031766533333334,,0.03988077166666667,0.21317685166666667,Saturday,0,-1,0,0,2
62,0,001e061144c0,03-27,2018-03-27,16.403524100000002,0.020567589,0.0813481895,0.0261311445,,0.22413610399999997,0.27348237,Tuesday,0,-1,-1,0,14
63,0,001e061144c0,03-28,2018-03-28,0.8256726141666668,0.019705893416666665,0.014801797812499998,0.027380424208333334,0.04023625,0.023769187416666667,0.15393164291666664,Wednesday,0,-1,-1,0,14
64,0,001e061144c0,03-29,2018-03-29,1.33369728375,0.023262391875,0.016924445,0.022981666166666664,,0.027443724708333325,0.13878812416666667,Thursday,0,-1,-1,0,14
65,0,001e061144c0,03-30,2018-03-30,0.4357357104166666,0.01938146583333333,0.01707790470833333,0.033133958375,0.08522277022222222,0.022847718208333336,0.1561867083333333,Friday,0,-1,-1,0,14
66,0,001e061144c0,03-31,2018-03-31,0.2624211802083333,0.022128550541666667,0.0170598364375,0.031918218374999995,0.09653757530000003,0.025391554583333333,0.15509425208333336,Saturday,0,-1,-1,0,14
67,0,001e061144c0,04-01,2018-04-01,0.14630013879166667,0.018572806541666667,0.01758268533333333,0.035799058625,0.105658023125,0.018522860916666672,0.15514717916666668,Sunday,0,-1,-1,0,14
68,0,001e061144c0,04-02,2018-04-02,0.24642893375,0.027855157291666672,0.022176091375,0.0239822605,0.1306931086666667,0.026887354708333335,0.13458419145833336,Monday,0,-1,-1,0,14
69,0,001e061144c0,04-03,2018-04-03,0.7029476008333334,0.01933633420833333,0.015343850083333332,0.02882807866666667,0.10895729723076923,0.018577319458333335,0.1570416391666667,Tuesday,0,-1,-1,0,14
70,0,001e061144c0,04-04,2018-04-04,0.6945804658333335,0.018198611125000003,0.019191548041666666,0.037135123625,0.07808459250000001,0.020457333916666667,0.15866278958333332,Wednesday,0,-1,-1,0,14
71,0,001e061144c0,04-05,2018-04-05,0.23922982125000003,0.024015828291666666,0.022771232833333332,0.028761986083333333,0.10006640074999999,0.02256375525,0.1420213466666667,Thursday,0,-1,-1,0,14
72,0,001e061144c0,04-06,2018-04-06,0.44057268083333345,0.022336317499999998,0.02166905904166667,0.03091357904166667,0.08436653345454546,0.021741888875,0.149884625,Friday,0,-1,-1,0,14
73,0,001e061144c0,04-07,2018-04-07,0.18562371291666668,0.019568783249999996,0.020338148125,0.030637419124999996,0.09697459666666668,0.020258423833333334,0.14710354391666666,Saturday,0,-1,-1,0,14
74,0,001e061144c0,04-08,2018-04-08,0.22394077558333333,0.02072577535416666,0.025552834875,0.027492095250000004,0.11481069645833336,0.02159557529166667,0.14724526833333332,Sunday,0,-1,-1,0,14
75,0,001e061144c0,04-09,2018-04-09,0.24403749895833335,0.018751197291666664,0.025162996083333337,0.034588602,0.09590263360000001,0.017213130333333333,0.15467428083333334,Monday,0,-1,-1,0,14
76,0,001e061144c0,04-10,2018-04-10,0.38752180916666673,0.03471317966666667,0.030649322083333333,0.026257733958333335,0.10775963563636362,0.03176421762500001,0.12757007383333333,Tuesday,0,-1,-1,0,14
77,0,001e061144c0,04-11,2018-04-11,0.20076563947368423,0.024813498291666666,0.024207138833333332,0.03424321837499999,0.23728211666666668,0.023097585749999996,0.15686628475,Wednesday,0,-1,-1,0,14
78,0,001e061144c0,04-12,2018-04-12,0.13849665155555557,0.01942370541666667,0.01885605825,0.04251304395833334,0.4139932320833333,0.01863064154166667,0.17636855041666666,Thursday,0,-1,-1,0,14
79,0,001e061144c0,04-13,2018-04-13,0.30232570458333335,0.02073729170833333,0.018745152500000004,0.03074101429166667,0.09240856550000001,0.01855571464583333,0.16176506583333333,Friday,0,-1,-1,0,14
80,0,001e061144c0,04-14,2018-04-14,1.2139838175000002,0.017152939958333332,0.01426342585416667,0.039681802666666655,,0.017368806020833332,0.17599949583333332,Saturday,0,-1,-1,0,14
81,0,001e061144c0,04-15,2018-04-15,1.3196845625,0.017328731708333333,0.015026777583333333,0.037476482,,0.01702144810416667,0.17312713833333335,Sunday,0,-1,-1,0,14
82,0,001e061144c0,04-16,2018-04-16,0.5431278387500001,0.01910241570833333,0.021971877208333334,0.03535224395833334,0.074425,0.017756084541666668,0.15065685874999998,Monday,0,-1,-1,0,14
83,0,001e061144c0,04-17,2018-04-17,0.2179013108333333,0.019594235583333338,0.02523470783333334,0.03866339975,0.09127248529166666,0.020793343458333335,0.15888247666666666,Tuesday,0,-1,-1,0,14
84,0,001e061144c0,04-18,2018-04-18,0.21822316541666667,0.02081174520833333,0.02698199375,0.03375976341666666,0.09544946375000002,0.018478990416666667,0.15482613375,Wednesday,0,-1,-1,0,14
85,0,001e061144c0,04-19,2018-04-19,0.5160838533333335,0.01946536508333333,0.02685905729166667,0.041116788583333334,0.14282150100000002,0.02111179966666667,0.16750998566666664,Thursday,0,-1,-1,0,14
86,0,001e061144c0,04-20,2018-04-20,0.2580200304117647,0.02875907191666667,0.03548646779166667,0.03895172854166667,0.19786954541666665,0.02766349595833333,0.14590968108333333,Friday,0,-1,-1,0,14
87,0,001e061144c0,04-21,2018-04-21,0.17830498731818184,0.021665569708333336,0.03194226129166667,0.031517124041666664,0.17272821208333333,0.018319200708333334,0.15144862041666665,Saturday,0,-1,-1,0,14
88,0,001e061144c0,04-22,2018-04-22,0.3266429828571428,0.017429142395833336,0.024514544375000002,0.050868529375000006,0.25644065875000005,0.013367385875,0.18048938041666662,Sunday,0,-1,-1,0,14
89,0,001e061144c0,04-23,2018-04-23,0.023706249999999998,0.017212190416666665,0.027717011,0.04801068045833332,0.27748146041666666,0.012921956937500001,0.17155479625000003,Monday,0,-1,-1,0,14
90,0,001e061144c0,04-24,2018-04-24,0.35822999999999994,0.017774677416666666,0.025950275375,0.04581024295833334,0.23354497375000002,0.012355143020833334,0.1768203775,Tuesday,0,-1,-1,0,14
91,0,001e061144c0,04-25,2018-04-25,0.10957644149999998,0.01549841745833333,0.019623843500000005,0.04411283391666667,0.13866885254166667,0.015227449833333332,0.17160254624999996,Wednesday,0,-1,-1,0,14
92,0,001e061144c0,04-26,2018-04-26,0.236699348,0.032718539166666664,0.026473731833333337,0.03440616029166666,0.2767738429166667,0.025788844229166663,0.14507538791666666,Thursday,0,-1,-1,0,14
93,0,001e061144c0,04-27,2018-04-27,0.08842531025000001,0.020653950124999997,0.02116995358333333,0.041746387999999995,0.2162156904166667,0.014479267208333335,0.16158607666666666,Friday,0,-1,-1,0,14
94,0,001e061144c0,04-28,2018-04-28,0.09422461421052629,0.01620176079166667,0.016639975541666668,0.04341087254166667,0.14044687370833334,0.014267650916666668,0.16791299999999998,Saturday,0,-1,-1,0,14
95,0,001e061144c0,04-29,2018-04-29,0.208686515125,0.018117787833333333,0.023625297458333333,0.04232247691666668,0.1971021320416666,0.014127768708333334,0.16842465583333333,Sunday,0,-1,-1,0,14
96,0,001e061144c0,04-30,2018-04-30,0.14494807833333337,0.020332222333333334,0.02604241941666666,0.048794112041666664,0.7817184225,0.0145523378,0.17280104,Monday,0,-1,-1,0,14
97,0,001e061144c0,05-01,2018-05-01,,0.015138833547826091,0.025305988749999994,0.06707594600000001,1.3614121983333334,0.008323815107692306,0.2028135854166667,Tuesday,0,-1,-1,0,14
98,0,001e061144c0,05-02,2018-05-02,0.3717,0.012638056162500001,0.032267785125,0.069645723,1.4742364512500001,0.010605397427272728,0.24707349083333333,Wednesday,0,-1,-1,0,14
99,0,001e061144c0,05-03,2018-05-03,2.0927697305555553,0.016543064083333336,0.0229629695625,0.034018424166666665,0.4479400620000001,0.019710651908333335,0.20999685291666667,Thursday,0,-1,-1,0,14
100,0,001e061144c0,05-04,2018-05-04,0.28856435,0.0215848085,0.0238605,0.023474323499999998,,0.0185410935,0.173025645,Friday,0,-1,-1,0,14
101,0,001e061144c0,05-10,2018-05-10,0.851966815,0.020402131999999996,0.02462256371428571,0.038422869357142855,0.189408202,0.016366244464285716,0.19003733642857143,Thursday,0,-1,-1,0,14
102,0,001e061144c0,05-11,2018-05-11,0.08801738042857142,0.017537731199999997,0.01278354025,0.040214318900000004,0.0872631787,0.0158119435,0.18245983100000002,Friday,0,-1,-1,0,14
103,0,001e061144c0,05-12,2018-05-12,0.25601088274999995,0.017427487249999995,0.012402529570833334,0.03306614154166667,0.08968285666666666,0.0178448524375,0.17394100541666668,Saturday,0,-1,-1,0,14
104,0,001e061144c0,05-13,2018-05-13,0.834645991904762,0.016897452687500005,0.016197062187500003,0.040630719,0.10619509375,0.02081787591666667,0.18853992458333335,Sunday,0,-1,-1,0,14
105,0,001e061144c0,05-14,2018-05-14,1.2913057005555557,0.020850730437500006,0.027249887249999997,0.04383768516666666,0.9582476533333333,0.02196076641666667,0.17889317916666667,Monday,0,-1,-1,0,14
106,0,001e061144c0,05-15,2018-05-15,2.2746939066666667,0.018919985458333333,0.020651266749999998,0.05372161225,0.131897638,0.3648162441250001,0.21670391083333326,Tuesday,0,-1,-1,0,14
107,0,001e061144c0,05-16,2018-05-16,0.15871284875,0.023159534,0.021260735291666676,0.053943135541666666,0.5612524081666667,0.021607767125000007,0.18863666712499996,Wednesday,0,-1,-1,0,14
108,0,001e061144c0,05-17,2018-05-17,0.7347102719999999,0.0331745425,0.030332894416666673,0.04563024525,0.4224741349999999,0.026054785499999993,0.16833911066666665,Thursday,0,-1,-1,0,14
109,0,001e061144c0,05-18,2018-05-18,,0.016795714187499998,0.018581965625,0.04293176304166666,0.23858956374999998,0.013368592645833332,0.18301121874999995,Friday,0,-1,-1,0,14
110,0,001e061144c0,05-19,2018-05-19,0.62068735,0.018497283666666666,0.01705865358333333,0.040447292041666666,0.09016823833333332,0.016932360416666663,0.19106746608333333,Saturday,0,-1,-1,0,14
111,0,001e061144c0,05-20,2018-05-20,0.1625661350833333,0.01857220085416667,0.013386110429166667,0.03888556666666667,0.07373499937500001,0.018013099729166666,0.17693176333333338,Sunday,0,-1,-1,0,14
112,0,001e061144c0,05-21,2018-05-21,0.829756832,0.05127106125,0.013378771570833335,0.05377430545833334,0.37924084228571425,0.03231315916666667,0.16325409678260874,Monday,0,-1,-1,0,14
113,0,001e061144c0,05-22,2018-05-22,0.8515273505555556,0.027174134333333336,0.01779822520833333,0.031191326083333328,0.06738230333333332,0.029660347541666673,0.14870419250000003,Tuesday,0,-1,-1,0,14
114,0,001e061144c0,05-23,2018-05-23,0.40536045153846145,0.027545616666666665,0.02391528733333333,0.051569578875,0.802341813375,0.025616150916666667,0.16836689829166662,Wednesday,0,-1,-1,0,14
115,0,001e061144c0,05-24,2018-05-24,0.273669065,0.022266275904347824,0.023719602000000003,0.078274609875,1.2017353608333334,0.017447597454545452,0.19094905541666665,Thursday,0,-1,-1,0,14
116,0,001e061144c0,05-25,2018-05-25,0.81914663,0.019217090512500003,0.036796319833333334,0.07991483729166668,1.8459722741666662,0.021967776530769232,0.21392327000000008,Friday,0,-1,-1,0,14
117,0,001e061144c0,05-26,2018-05-26,0.4387449,0.013322901041666668,0.024680305708333336,0.069552509625,1.7934364513888892,0.012114429500000001,0.23528744125,Saturday,0,-1,-1,0,14
118,0,001e061144c0,05-27,2018-05-27,,0.012749670823529412,0.02951449237500001,0.08438459808333333,2.5968052383333338,0.008447205227272726,0.2786960529166667,Sunday,0,-1,-1,0,14
119,0,001e061144c0,05-28,2018-05-28,0.38625,0.01192757507647059,0.027803966125000006,0.08586365354166668,2.5784487187500003,0.011403163183333334,0.3091718441666666,Monday,0,-1,-1,0,14
120,0,001e061144c0,05-29,2018-05-29,,0.013462664019047624,0.03396480229166667,0.06572183870833334,1.3040737520833334,0.011693840627777778,0.26812153791666665,Tuesday,0,-1,-1,0,14
121,0,001e061144c0,05-30,2018-05-30,,0.013335523713636362,0.022158893625000006,0.05829948904166666,0.7720779749999997,0.011131084333333333,0.26589136375,Wednesday,0,-1,-1,0,14
122,0,001e061144c0,05-31,2018-05-31,1.6342726060000001,0.01482375469090909,0.029416306249999996,0.070047308875,1.69024695,0.018650184916666666,0.2660323975,Thursday,0,-1,-1,0,14
123,0,001e061144c0,06-01,2018-06-01,2.4449153200000002,0.016004140250000003,0.01841054854166667,0.04690034375000001,0.627780788695652,0.01644781673913043,0.21716466958333333,Friday,0,-1,-1,0,14
124,0,001e061144c0,06-02,2018-06-02,0.18102000000000001,0.015501192645833333,0.009323183566666665,0.033802480541666666,0.21284879379166669,0.016209920895833337,0.19208364291666666,Saturday,0,-1,-1,0,14
125,0,001e061144c0,06-03,2018-06-03,0.5229270975,0.017304030229166673,0.013041678625000004,0.05113580375000001,0.568351428235294,0.019264278,0.19636115041666666,Sunday,0,-1,-1,0,14
126,0,001e061144c0,06-04,2018-06-04,0.01855,0.018346199541666667,0.012045216533333332,0.059573958625,0.77023736875,0.016537723173913044,0.18232022166666664,Monday,0,-1,-1,0,14
127,0,001e061144c0,06-05,2018-06-05,2.3034627,0.017686626374999997,0.024873584,0.05084279195833333,0.7116640066666666,0.014426829708333333,0.19076480375000002,Tuesday,0,-1,-1,0,14
128,0,001e061144c0,06-06,2018-06-06,,0.016387246416666664,0.017372220216666668,0.04590359304166667,0.6798072841666666,0.011018923934782609,0.18575242124999994,Wednesday,0,-1,-1,0,14
129,0,001e061144c0,06-07,2018-06-07,,0.016969320541666662,0.02578494137500001,0.060160140458333324,1.1908964879166664,0.012239691605882353,0.21237321208333335,Thursday,0,-1,-1,0,14
130,0,001e061144c0,06-08,2018-06-08,0.55074,0.017924367416666667,0.0190241175,0.04030456899999999,0.41087176333333336,0.014642567295833332,0.2044524533333333,Friday,0,-1,-1,0,14
131,0,001e061144c0,06-09,2018-06-09,0.35460575457142857,0.016961428166666667,0.025382258270833333,0.04929579966666667,0.3840035084210526,0.013338870895833332,0.19985373208333326,Saturday,0,-1,-1,0,14
132,0,001e061144c0,06-10,2018-06-10,0.33656331414999996,0.015004181625000002,0.018861880270833336,0.0438141805,0.13589672333333333,0.018278294770833335,0.21318872291666668,Sunday,0,-1,-1,0,14
133,0,001e061144c0,06-11,2018-06-11,0.22954669494736846,0.015189628041666667,0.011280292583333332,0.03460031425,,0.02202743875,0.21337610375000002,Monday,0,-1,-1,0,14
134,0,001e061144c0,06-12,2018-06-12,0.11338986,0.018261227208333335,0.01900979525,0.04300380345833333,0.45502636,0.018531242333333333,0.21151194958333333,Tuesday,0,-1,-1,0,14
135,0,001e061144c0,06-13,2018-06-13,0.584864885,0.017336773104166665,0.023629010958333335,0.053775002999999995,0.9536927753750001,0.020133947625,0.20113883958333334,Wednesday,0,-1,-1,0,14
136,0,001e061144c0,06-14,2018-06-14,3.9154577833333337,0.026146566625000003,0.030377555041666667,0.06584095645833332,1.2176511770833334,0.022803716279166664,0.16977688250000003,Thursday,0,-1,-1,0,14
137,0,001e061144c0,06-15,2018-06-15,2.57616,0.015726957642857142,0.028632744874999994,0.071310359875,1.7659797949999998,0.011026030053333333,0.21646859124999998,Friday,0,-1,-1,0,14
138,0,001e061144c0,06-16,2018-06-16,,0.009788823554210527,0.021203934458333334,0.08076736291666667,2.1000349986363633,0.013839840400000001,0.24674628583333333,Saturday,0,-1,-1,0,14
139,0,001e061144c0,06-17,2018-06-17,0.45493,0.011573227635000002,0.020362187125,0.07043381958333332,2.72610177125,0.0087074373375,0.2578864616666667,Sunday,0,-1,-1,0,14
140,0,001e061144c0,06-18,2018-06-18,1.72964,0.011580547470588237,0.019191007062500005,0.06913194137499999,2.71530126875,0.011894413983333333,0.27588316749999997,Monday,0,-1,-1,0,14
141,0,001e061144c0,06-19,2018-06-19,,0.015787504333333334,0.013642484804166669,0.03867295695833333,0.5878631561304349,0.0161657546875,0.22708683333333332,Tuesday,0,-1,-1,0,14
142,0,001e061144c0,06-20,2018-06-20,,0.013880879120833333,0.014231486187500001,0.04026622691666667,0.4946496141666666,0.017512552125,0.22223881291666667,Wednesday,0,-1,-1,0,14
143,0,001e061144c0,06-21,2018-06-21,0.05301888883333333,0.013211360187499998,0.012265622133333334,0.049830001833333325,0.19731148375,0.018900743624999997,0.241618585,Thursday,0,-1,-1,0,14
144,0,001e061144c0,06-22,2018-06-22,0.23673749000000002,0.015809474020833336,0.012437432004166664,0.046923115874999984,0.099278111,0.02059626295833333,0.20789373125000002,Friday,0,-1,-1,0,14
145,0,001e061144c0,06-23,2018-06-23,0.4492,0.015353176108333338,0.020998050812500002,0.05679417583333333,0.7058259618695653,0.01972821558333333,0.208198625,Saturday,0,-1,-1,0,14
